epoch,steps,cosine_pearson,cosine_spearman,euclidean_pearson,euclidean_spearman,manhattan_pearson,manhattan_spearman,dot_pearson,dot_spearman
-1,-1,0.29218236136169556,0.2789877964480913,0.2957040659710458,0.2935520266423586,0.2972320313251374,0.2942617059582767,0.13875262459125903,0.15259932650878397
