epoch,steps,cosine_pearson,cosine_spearman,euclidean_pearson,euclidean_spearman,manhattan_pearson,manhattan_spearman,dot_pearson,dot_spearman
-1,-1,0.463704285722538,0.4436520852658197,0.45748619507691674,0.4478379088100529,0.45738899096555896,0.44989994517141113,0.4062248785556046,0.40751928746341937
