epoch,steps,cosine_pearson,cosine_spearman,euclidean_pearson,euclidean_spearman,manhattan_pearson,manhattan_spearman,dot_pearson,dot_spearman
-1,-1,0.18983834394511268,0.1638407931285436,0.15063780454402856,0.18630829751091693,0.1511937675000299,0.18848521948039018,0.07016684341818435,0.06968733349358197
