,500,1000,2000,5000,10000,20000,50000,100000
v_measure,1.0,1.0,0.631306807542149,0.440229832070537,0.5395010215401869,1.0,1.0,1.0
v_measure_std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
