epoch,steps,cosine_pearson,cosine_spearman,euclidean_pearson,euclidean_spearman,manhattan_pearson,manhattan_spearman,dot_pearson,dot_spearman
-1,-1,0.5969670412312936,0.6178283163889495,0.589110273531779,0.6178283163889495,0.5889039497724596,0.617825201269216,0.5969670528080767,0.6178283163889495
