epoch,steps,cosine_pearson,cosine_spearman,euclidean_pearson,euclidean_spearman,manhattan_pearson,manhattan_spearman,dot_pearson,dot_spearman
-1,-1,0.45324211977075535,0.4621814638127068,0.4246769438282698,0.4621814638127068,0.42429318551787915,0.46324484285570144,0.45324222735117126,0.4621814638127068
