epoch,steps,cosine_pearson,cosine_spearman,euclidean_pearson,euclidean_spearman,manhattan_pearson,manhattan_spearman,dot_pearson,dot_spearman
-1,-1,0.43705030414182666,0.46673403150300885,0.44512143977558044,0.46673403150300885,0.4427728667386954,0.46370935593685614,0.4370502988818078,0.46673403150300885
