epoch,steps,cosine_pearson,cosine_spearman,euclidean_pearson,euclidean_spearman,manhattan_pearson,manhattan_spearman,dot_pearson,dot_spearman
-1,-1,0.345542662171741,0.45273270799568016,0.37599661012028635,0.45273270799568016,0.37770042648762686,0.4534989673767471,0.3455426717129726,0.45273270799568016
